Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
23,0.0,Travel_Rarely,541,Sales,2,1,Technical Degree,1,3,Male,50.0 - 75.0,3,1,Sales Representative,1,Divorced,0.0 - 5000.0,6750.0 - 13500.0,3,Y,False,12.0 - 19.0,3,3,80,1,3,3,3,0,0,0,0
55,0.0,Travel_Rarely,836,Research & Development,8,3,Medical,1,4,Female,25.0 - 50.0,3,4,Manager,3,Divorced,10000.0 - 14999.0,13500.0 - 20249.0,2,Y,True,12.0 - 19.0,3,3,80,3,21,2,3,5,0,0,2
53,0.0,Travel_Rarely,102,Research & Development,23,4,Life Sciences,1,4,Female,50.0 - 75.0,3,4,Research Director,4,Single,10000.0 - 14999.0,13500.0 - 20249.0,6,Y,False,12.0 - 19.0,3,3,80,0,33,0,3,12,9,3,8
34,0.0,Travel_Frequently,669,Research & Development,1,3,Medical,1,4,Male,75.0 - 100.0,2,2,Healthcare Representative,1,Single,5000.0 - 10000.0,20249.0 - 26999.0,0,Y,False,19.0 - 25.0,4,3,80,0,14,3,3,13,9,4,9
58,1.0,Travel_Rarely,289,Research & Development,2,3,Technical Degree,1,4,Male,50.0 - 75.0,3,1,Research Scientist,3,Single,0.0 - 5000.0,20249.0 - 26999.0,4,Y,False,19.0 - 25.0,4,1,80,0,7,4,3,1,0,0,0
34,0.0,Travel_Frequently,618,Research & Development,3,1,Life Sciences,1,1,Male,25.0 - 50.0,3,2,Healthcare Representative,4,Single,5000.0 - 10000.0,20249.0 - 26999.0,0,Y,False,12.0 - 19.0,3,3,80,0,7,1,2,6,2,0,4
30,0.0,Non-Travel,829,Research & Development,1,1,Life Sciences,1,3,Male,75.0 - 100.0,2,3,Manufacturing Director,3,Single,5000.0 - 10000.0,20249.0 - 26999.0,1,Y,False,19.0 - 25.0,4,3,80,0,12,2,3,11,8,5,8
32,0.0,Travel_Rarely,120,Research & Development,6,5,Life Sciences,1,3,Male,25.0 - 50.0,3,1,Research Scientist,3,Single,0.0 - 5000.0,6750.0 - 13500.0,3,Y,False,19.0 - 25.0,4,1,80,0,8,2,3,5,4,1,4
36,0.0,Travel_Rarely,1396,Research & Development,5,2,Life Sciences,1,4,Male,50.0 - 75.0,3,2,Laboratory Technician,2,Single,5000.0 - 10000.0,6750.0 - 13500.0,8,Y,False,12.0 - 19.0,3,4,80,0,16,3,4,13,11,3,7
40,0.0,Travel_Frequently,1184,Sales,2,4,Medical,1,2,Male,50.0 - 75.0,3,2,Sales Executive,2,Married,0.0 - 5000.0,20249.0 - 26999.0,5,Y,False,6.0 - 12.0,3,4,80,3,5,2,3,0,0,0,0
36,0.0,Non-Travel,1105,Research & Development,24,4,Life Sciences,1,2,Female,25.0 - 50.0,3,2,Laboratory Technician,2,Married,5000.0 - 10000.0,6750.0 - 13500.0,7,Y,False,12.0 - 19.0,3,3,80,1,11,3,3,9,8,0,8
21,0.0,Travel_Rarely,391,Research & Development,15,2,Life Sciences,1,3,Male,75.0 - 100.0,3,1,Research Scientist,4,Single,0.0 - 5000.0,13500.0 - 20249.0,1,Y,False,12.0 - 19.0,3,4,80,0,0,6,3,0,0,0,0
34,0.0,Travel_Rarely,204,Sales,14,3,Technical Degree,1,3,Female,25.0 - 50.0,3,1,Sales Representative,3,Divorced,0.0 - 5000.0,0.0 - 6750.0,1,Y,True,12.0 - 19.0,3,4,80,2,8,3,3,8,2,0,6
34,0.0,Travel_Rarely,665,Research & Development,6,4,Other,1,1,Female,25.0 - 50.0,3,2,Research Scientist,3,Single,0.0 - 5000.0,6750.0 - 13500.0,1,Y,False,12.0 - 19.0,3,3,80,0,16,3,3,16,13,2,10
39,0.0,Travel_Rarely,1383,Human Resources,2,3,Life Sciences,1,4,Female,25.0 - 50.0,2,2,Human Resources,4,Married,5000.0 - 10000.0,6750.0 - 13500.0,8,Y,False,6.0 - 12.0,3,3,80,2,13,2,3,5,4,0,4
45,0.0,Travel_Rarely,549,Research & Development,8,4,Other,1,4,Male,50.0 - 75.0,3,2,Research Scientist,4,Married,0.0 - 5000.0,6750.0 - 13500.0,9,Y,False,12.0 - 19.0,3,1,80,2,12,3,3,10,9,9,8
31,1.0,Travel_Frequently,307,Research & Development,29,2,Medical,1,3,Male,50.0 - 75.0,2,1,Laboratory Technician,2,Single,0.0 - 5000.0,6750.0 - 13500.0,0,Y,False,6.0 - 12.0,3,2,80,0,6,2,4,5,4,1,4
38,0.0,Travel_Rarely,1035,Sales,3,4,Life Sciences,1,2,Male,25.0 - 50.0,3,2,Sales Executive,4,Single,5000.0 - 10000.0,0.0 - 6750.0,8,Y,True,6.0 - 12.0,3,3,80,0,19,1,3,1,0,0,0
31,0.0,Travel_Frequently,1327,Research & Development,3,4,Medical,1,2,Male,50.0 - 75.0,3,3,Research Director,3,Divorced,10000.0 - 14999.0,13500.0 - 20249.0,9,Y,False,6.0 - 12.0,3,1,80,1,9,3,3,2,2,2,2
26,0.0,Travel_Rarely,991,Research & Development,6,3,Life Sciences,1,3,Female,50.0 - 75.0,3,1,Laboratory Technician,4,Married,0.0 - 5000.0,13500.0 - 20249.0,1,Y,True,12.0 - 19.0,3,3,80,1,3,2,3,3,2,0,2
30,0.0,Travel_Rarely,1138,Research & Development,6,3,Technical Degree,1,1,Female,25.0 - 50.0,2,2,Laboratory Technician,4,Married,0.0 - 5000.0,20249.0 - 26999.0,0,Y,False,6.0 - 12.0,3,1,80,1,10,6,3,9,2,6,7
34,0.0,Travel_Rarely,943,Research & Development,9,3,Life Sciences,1,4,Male,75.0 - 100.0,3,3,Healthcare Representative,4,Divorced,5000.0 - 10000.0,0.0 - 6750.0,0,Y,False,6.0 - 12.0,3,4,80,1,10,0,2,9,7,1,6
35,0.0,Travel_Rarely,735,Research & Development,6,1,Life Sciences,1,3,Male,50.0 - 75.0,3,1,Research Scientist,3,Married,0.0 - 5000.0,0.0 - 6750.0,0,Y,True,12.0 - 19.0,3,4,80,0,4,3,3,3,2,2,2
27,0.0,Travel_Rarely,1240,Research & Development,2,4,Life Sciences,1,4,Female,25.0 - 50.0,3,1,Laboratory Technician,1,Divorced,0.0 - 5000.0,13500.0 - 20249.0,1,Y,False,12.0 - 19.0,3,4,80,1,1,6,3,1,0,0,0
31,0.0,Travel_Rarely,691,Research & Development,5,4,Technical Degree,1,3,Male,75.0 - 100.0,3,1,Research Scientist,4,Married,0.0 - 5000.0,6750.0 - 13500.0,0,Y,True,6.0 - 12.0,3,3,80,1,6,4,3,5,2,0,3
39,0.0,Travel_Frequently,443,Research & Development,8,1,Life Sciences,1,3,Female,25.0 - 50.0,3,1,Laboratory Technician,3,Married,0.0 - 5000.0,13500.0 - 20249.0,1,Y,False,6.0 - 12.0,3,1,80,1,8,3,3,8,3,0,7
29,0.0,Travel_Rarely,1252,Research & Development,23,2,Life Sciences,1,3,Male,75.0 - 100.0,4,1,Research Scientist,3,Married,0.0 - 5000.0,20249.0 - 26999.0,1,Y,False,19.0 - 25.0,4,3,80,1,10,3,3,10,7,0,7
29,1.0,Travel_Rarely,121,Sales,27,3,Marketing,1,2,Female,25.0 - 50.0,3,3,Sales Executive,4,Married,5000.0 - 10000.0,20249.0 - 26999.0,1,Y,False,19.0 - 25.0,4,4,80,3,10,3,2,10,4,1,9
44,1.0,Travel_Rarely,935,Research & Development,3,3,Life Sciences,1,1,Male,75.0 - 100.0,3,1,Laboratory Technician,1,Married,0.0 - 5000.0,13500.0 - 20249.0,4,Y,False,6.0 - 12.0,3,3,80,0,10,4,4,3,2,1,2
26,0.0,Travel_Rarely,841,Research & Development,6,3,Other,1,3,Female,25.0 - 50.0,2,1,Research Scientist,2,Married,0.0 - 5000.0,20249.0 - 26999.0,1,Y,False,12.0 - 19.0,3,3,80,0,5,3,2,5,4,4,3
48,0.0,Travel_Rarely,163,Sales,2,5,Marketing,1,2,Female,25.0 - 50.0,3,2,Sales Executive,4,Married,0.0 - 5000.0,13500.0 - 20249.0,2,Y,False,12.0 - 19.0,3,1,80,1,14,2,3,9,7,6,7
38,0.0,Travel_Rarely,364,Research & Development,3,5,Technical Degree,1,4,Female,25.0 - 50.0,3,2,Research Scientist,3,Single,0.0 - 5000.0,0.0 - 6750.0,3,Y,True,19.0 - 25.0,4,2,80,0,19,2,3,3,2,2,2
23,1.0,Travel_Rarely,1243,Research & Development,6,3,Life Sciences,1,3,Male,50.0 - 75.0,4,1,Laboratory Technician,1,Married,0.0 - 5000.0,0.0 - 6750.0,1,Y,True,19.0 - 25.0,4,3,80,2,1,2,3,0,0,0,0
50,0.0,Travel_Rarely,939,Research & Development,24,3,Life Sciences,1,4,Male,75.0 - 100.0,3,4,Manufacturing Director,3,Married,10000.0 - 14999.0,0.0 - 6750.0,3,Y,True,12.0 - 19.0,3,4,80,1,22,2,3,12,11,1,5
37,0.0,Travel_Rarely,1189,Sales,3,3,Life Sciences,1,3,Male,75.0 - 100.0,3,3,Sales Executive,4,Single,5000.0 - 10000.0,13500.0 - 20249.0,2,Y,False,6.0 - 12.0,3,1,80,0,12,3,3,5,3,1,3
31,0.0,Travel_Rarely,1398,Human Resources,8,2,Medical,1,4,Female,75.0 - 100.0,4,1,Human Resources,2,Single,0.0 - 5000.0,20249.0 - 26999.0,9,Y,False,12.0 - 19.0,3,4,80,0,8,3,3,3,2,0,2
49,1.0,Travel_Rarely,1184,Sales,11,3,Marketing,1,3,Female,25.0 - 50.0,3,3,Sales Executive,4,Married,5000.0 - 10000.0,0.0 - 6750.0,1,Y,False,12.0 - 19.0,3,1,80,2,9,3,4,9,8,7,7
34,0.0,Travel_Frequently,135,Research & Development,19,3,Medical,1,3,Female,25.0 - 50.0,3,2,Laboratory Technician,2,Divorced,0.0 - 5000.0,20249.0 - 26999.0,4,Y,False,12.0 - 19.0,3,3,80,2,15,2,4,11,8,5,10
41,1.0,Travel_Rarely,1102,Sales,1,2,Life Sciences,1,2,Female,75.0 - 100.0,3,2,Sales Executive,4,Single,5000.0 - 10000.0,13500.0 - 20249.0,8,Y,True,6.0 - 12.0,3,1,80,0,8,0,1,6,4,0,5
34,0.0,Travel_Rarely,970,Research & Development,8,2,Medical,1,2,Female,75.0 - 100.0,3,2,Healthcare Representative,3,Single,5000.0 - 10000.0,6750.0 - 13500.0,3,Y,False,6.0 - 12.0,3,4,80,0,10,2,3,5,1,4,3
39,0.0,Travel_Frequently,505,Research & Development,2,4,Technical Degree,1,3,Female,50.0 - 75.0,3,3,Healthcare Representative,3,Single,10000.0 - 14999.0,0.0 - 6750.0,0,Y,False,19.0 - 25.0,4,4,80,0,20,1,3,19,6,11,8
32,1.0,Travel_Frequently,1125,Research & Development,16,1,Life Sciences,1,2,Female,50.0 - 75.0,1,1,Research Scientist,1,Single,0.0 - 5000.0,0.0 - 6750.0,1,Y,True,19.0 - 25.0,4,2,80,0,10,5,3,10,2,6,7
37,0.0,Travel_Frequently,889,Research & Development,9,3,Medical,1,2,Male,50.0 - 75.0,3,1,Research Scientist,4,Married,0.0 - 5000.0,6750.0 - 13500.0,1,Y,True,6.0 - 12.0,3,3,80,3,4,3,2,4,2,1,2
30,1.0,Travel_Rarely,138,Research & Development,22,3,Life Sciences,1,1,Female,25.0 - 50.0,3,1,Research Scientist,3,Married,0.0 - 5000.0,6750.0 - 13500.0,4,Y,True,6.0 - 12.0,3,2,80,0,7,2,3,5,2,0,1
55,0.0,Travel_Rarely,452,Research & Development,1,3,Medical,1,4,Male,75.0 - 100.0,3,5,Manager,1,Single,14999.0 - 19999.0,13500.0 - 20249.0,0,Y,True,12.0 - 19.0,3,3,80,0,37,2,3,36,10,4,13
37,0.0,Travel_Rarely,1225,Research & Development,10,2,Life Sciences,1,4,Male,75.0 - 100.0,4,1,Research Scientist,4,Single,0.0 - 5000.0,13500.0 - 20249.0,3,Y,False,12.0 - 19.0,3,1,80,0,4,2,3,1,0,0,0
35,0.0,Travel_Rarely,619,Sales,1,3,Marketing,1,2,Male,75.0 - 100.0,3,2,Sales Executive,3,Married,0.0 - 5000.0,13500.0 - 20249.0,9,Y,False,6.0 - 12.0,3,3,80,0,15,2,3,11,9,6,9
46,0.0,Travel_Frequently,638,Research & Development,1,3,Medical,1,3,Male,25.0 - 50.0,2,3,Healthcare Representative,1,Married,10000.0 - 14999.0,0.0 - 6750.0,2,Y,True,12.0 - 19.0,3,3,80,1,21,5,2,10,9,9,5
36,0.0,Travel_Rarely,922,Research & Development,3,2,Life Sciences,1,1,Female,25.0 - 50.0,3,1,Laboratory Technician,4,Divorced,0.0 - 5000.0,0.0 - 6750.0,5,Y,False,19.0 - 25.0,4,1,80,1,7,2,3,1,0,0,0
24,0.0,Non-Travel,1269,Research & Development,4,1,Life Sciences,1,1,Male,25.0 - 50.0,2,1,Laboratory Technician,4,Married,0.0 - 5000.0,6750.0 - 13500.0,0,Y,False,12.0 - 19.0,3,4,80,0,6,2,2,5,2,3,4
50,0.0,Travel_Rarely,1464,Research & Development,2,4,Medical,1,2,Male,50.0 - 75.0,3,5,Research Director,3,Married,14999.0 - 19999.0,6750.0 - 13500.0,2,Y,True,6.0 - 12.0,3,4,80,1,29,2,2,8,1,7,7
32,0.0,Non-Travel,1184,Research & Development,1,3,Life Sciences,1,3,Female,50.0 - 75.0,2,1,Laboratory Technician,2,Married,0.0 - 5000.0,0.0 - 6750.0,6,Y,False,19.0 - 25.0,4,3,80,0,5,3,3,3,0,0,2
34,0.0,Travel_Rarely,121,Research & Development,2,4,Medical,1,3,Female,75.0 - 100.0,2,1,Research Scientist,1,Single,0.0 - 5000.0,6750.0 - 13500.0,1,Y,False,6.0 - 12.0,3,3,80,0,6,3,3,6,5,1,3
26,0.0,Travel_Rarely,652,Research & Development,7,3,Other,1,3,Male,75.0 - 100.0,4,1,Laboratory Technician,1,Single,0.0 - 5000.0,20249.0 - 26999.0,0,Y,False,6.0 - 12.0,3,4,80,0,8,2,3,7,7,0,7
33,0.0,Travel_Frequently,1141,Sales,1,3,Life Sciences,1,3,Female,25.0 - 50.0,4,2,Sales Executive,1,Married,5000.0 - 10000.0,0.0 - 6750.0,2,Y,False,12.0 - 19.0,3,1,80,2,10,3,3,5,3,1,3
38,0.0,Travel_Frequently,1391,Research & Development,10,1,Medical,1,3,Male,50.0 - 75.0,3,1,Research Scientist,3,Married,0.0 - 5000.0,6750.0 - 13500.0,0,Y,False,12.0 - 19.0,3,2,80,1,3,0,2,2,1,0,2
37,0.0,Travel_Rarely,1462,Research & Development,11,3,Medical,1,1,Female,75.0 - 100.0,3,1,Laboratory Technician,3,Single,0.0 - 5000.0,13500.0 - 20249.0,4,Y,False,12.0 - 19.0,3,1,80,0,8,6,3,3,2,0,2
35,0.0,Travel_Rarely,1276,Research & Development,16,3,Life Sciences,1,4,Male,50.0 - 75.0,3,3,Healthcare Representative,3,Married,5000.0 - 10000.0,13500.0 - 20249.0,4,Y,True,6.0 - 12.0,3,3,80,0,10,2,3,8,7,0,0
32,0.0,Travel_Rarely,128,Research & Development,2,1,Technical Degree,1,4,Male,75.0 - 100.0,2,2,Laboratory Technician,1,Single,0.0 - 5000.0,13500.0 - 20249.0,4,Y,False,12.0 - 19.0,3,4,80,0,9,5,3,6,2,0,4
38,0.0,Travel_Frequently,240,Research & Development,2,4,Life Sciences,1,1,Female,50.0 - 75.0,4,2,Manufacturing Director,1,Single,5000.0 - 10000.0,20249.0 - 26999.0,6,Y,True,6.0 - 12.0,3,4,80,0,17,2,3,15,7,4,12
39,0.0,Travel_Rarely,117,Research & Development,10,1,Medical,1,3,Male,75.0 - 100.0,3,4,Manager,1,Married,14999.0 - 19999.0,0.0 - 6750.0,1,Y,True,12.0 - 19.0,3,4,80,0,21,3,3,21,9,11,10
33,0.0,Travel_Rarely,117,Research & Development,9,3,Medical,1,1,Male,50.0 - 75.0,3,1,Research Scientist,4,Married,0.0 - 5000.0,0.0 - 6750.0,0,Y,False,12.0 - 19.0,3,2,80,1,15,5,3,14,10,4,10
59,0.0,Travel_Rarely,326,Sales,3,3,Life Sciences,1,3,Female,25.0 - 50.0,2,2,Sales Executive,4,Single,5000.0 - 10000.0,13500.0 - 20249.0,5,Y,False,12.0 - 19.0,3,4,80,0,13,2,3,6,1,0,5
36,0.0,Travel_Rarely,928,Sales,1,2,Life Sciences,1,2,Male,50.0 - 75.0,3,2,Sales Executive,4,Married,5000.0 - 10000.0,0.0 - 6750.0,1,Y,True,12.0 - 19.0,3,4,80,1,18,1,2,18,14,4,11
37,0.0,Travel_Frequently,663,Research & Development,11,3,Other,1,2,Male,25.0 - 50.0,3,3,Research Director,4,Divorced,10000.0 - 14999.0,6750.0 - 13500.0,1,Y,True,12.0 - 19.0,3,3,80,3,10,1,3,10,8,0,7
28,0.0,Travel_Rarely,1117,Research & Development,8,2,Life Sciences,1,4,Female,50.0 - 75.0,3,1,Research Scientist,4,Single,0.0 - 5000.0,0.0 - 6750.0,1,Y,False,19.0 - 25.0,4,4,80,0,5,3,3,5,3,0,2
49,0.0,Travel_Rarely,1245,Research & Development,18,4,Life Sciences,1,4,Male,50.0 - 75.0,2,5,Research Director,3,Divorced,14999.0 - 19999.0,0.0 - 6750.0,1,Y,True,12.0 - 19.0,3,3,80,1,31,5,3,31,9,0,9
34,0.0,Travel_Rarely,254,Research & Development,1,2,Life Sciences,1,2,Male,75.0 - 100.0,2,1,Research Scientist,4,Married,0.0 - 5000.0,20249.0 - 26999.0,1,Y,True,12.0 - 19.0,3,4,80,1,6,3,3,6,5,1,3
35,1.0,Travel_Rarely,1204,Sales,4,3,Technical Degree,1,4,Male,75.0 - 100.0,3,3,Sales Executive,1,Single,5000.0 - 10000.0,6750.0 - 13500.0,0,Y,True,19.0 - 25.0,4,1,80,0,9,2,3,8,7,4,7
27,0.0,Travel_Frequently,994,Sales,8,3,Life Sciences,1,4,Male,25.0 - 50.0,3,3,Sales Executive,3,Single,5000.0 - 10000.0,0.0 - 6750.0,1,Y,False,12.0 - 19.0,3,4,80,0,9,0,3,9,8,1,7
48,0.0,Travel_Rarely,1355,Research & Development,4,4,Life Sciences,1,3,Male,75.0 - 100.0,2,3,Healthcare Representative,3,Single,10000.0 - 14999.0,20249.0 - 26999.0,7,Y,False,12.0 - 19.0,3,2,80,0,27,3,3,15,11,4,8
41,0.0,Travel_Rarely,933,Research & Development,9,4,Life Sciences,1,3,Male,75.0 - 100.0,3,1,Laboratory Technician,1,Married,0.0 - 5000.0,6750.0 - 13500.0,2,Y,False,19.0 - 25.0,4,4,80,1,7,2,3,5,0,1,4
36,0.0,Travel_Frequently,469,Research & Development,3,3,Technical Degree,1,3,Male,25.0 - 50.0,3,1,Research Scientist,2,Married,0.0 - 5000.0,6750.0 - 13500.0,1,Y,False,6.0 - 12.0,3,3,80,0,12,2,2,11,10,0,7
40,0.0,Non-Travel,1151,Research & Development,9,5,Life Sciences,1,4,Male,50.0 - 75.0,2,2,Healthcare Representative,4,Married,0.0 - 5000.0,13500.0 - 20249.0,9,Y,False,12.0 - 19.0,3,4,80,1,5,5,1,3,2,0,2
31,0.0,Travel_Rarely,746,Research & Development,8,4,Life Sciences,1,3,Female,50.0 - 75.0,3,2,Manufacturing Director,4,Single,0.0 - 5000.0,20249.0 - 26999.0,1,Y,False,19.0 - 25.0,4,4,80,0,11,2,3,11,7,1,8
20,1.0,Travel_Rarely,1362,Research & Development,10,1,Medical,1,4,Male,25.0 - 50.0,3,1,Research Scientist,3,Single,0.0 - 5000.0,20249.0 - 26999.0,1,Y,True,6.0 - 12.0,3,4,80,0,1,5,3,1,0,1,1
36,1.0,Travel_Rarely,318,Research & Development,9,3,Medical,1,4,Male,75.0 - 100.0,2,1,Research Scientist,3,Married,0.0 - 5000.0,20249.0 - 26999.0,0,Y,True,12.0 - 19.0,3,1,80,1,2,0,2,1,0,0,0
35,0.0,Travel_Frequently,944,Sales,1,3,Marketing,1,3,Female,75.0 - 100.0,3,3,Sales Executive,3,Single,5000.0 - 10000.0,6750.0 - 13500.0,1,Y,False,12.0 - 19.0,3,1,80,0,10,3,4,10,7,0,8
24,0.0,Travel_Rarely,1206,Research & Development,17,1,Medical,1,4,Female,25.0 - 50.0,2,2,Manufacturing Director,3,Divorced,0.0 - 5000.0,20249.0 - 26999.0,1,Y,False,12.0 - 19.0,3,2,80,2,5,6,3,4,2,3,2
23,0.0,Travel_Rarely,373,Research & Development,1,2,Life Sciences,1,4,Male,25.0 - 50.0,3,1,Research Scientist,3,Married,0.0 - 5000.0,13500.0 - 20249.0,1,Y,False,19.0 - 25.0,4,4,80,1,1,2,3,1,0,0,1
28,0.0,Travel_Rarely,1476,Research & Development,16,2,Medical,1,2,Male,50.0 - 75.0,4,2,Healthcare Representative,1,Single,5000.0 - 10000.0,0.0 - 6750.0,0,Y,False,12.0 - 19.0,3,3,80,0,9,2,3,8,3,0,7
60,0.0,Travel_Rarely,1179,Sales,16,4,Marketing,1,1,Male,75.0 - 100.0,3,2,Sales Executive,1,Single,5000.0 - 10000.0,6750.0 - 13500.0,8,Y,False,12.0 - 19.0,3,4,80,0,10,1,3,2,2,2,2
47,0.0,Travel_Frequently,1379,Research & Development,16,4,Medical,1,3,Male,50.0 - 75.0,4,2,Manufacturing Director,3,Divorced,5000.0 - 10000.0,6750.0 - 13500.0,1,Y,True,12.0 - 19.0,3,3,80,0,20,3,4,19,10,2,7
41,0.0,Travel_Rarely,427,Human Resources,10,4,Human Resources,1,2,Male,50.0 - 75.0,2,5,Manager,4,Divorced,14999.0 - 19999.0,6750.0 - 13500.0,3,Y,False,12.0 - 19.0,3,2,80,3,23,2,2,21,6,12,6
24,0.0,Travel_Rarely,477,Research & Development,24,3,Medical,1,4,Male,25.0 - 50.0,3,1,Laboratory Technician,2,Single,0.0 - 5000.0,0.0 - 6750.0,8,Y,False,19.0 - 25.0,4,4,80,0,6,2,3,4,3,1,2
29,0.0,Travel_Rarely,1086,Research & Development,7,1,Medical,1,1,Female,50.0 - 75.0,2,1,Laboratory Technician,4,Divorced,0.0 - 5000.0,0.0 - 6750.0,6,Y,False,12.0 - 19.0,3,3,80,3,8,5,3,4,3,0,3
37,1.0,Travel_Frequently,504,Research & Development,10,3,Medical,1,1,Male,50.0 - 75.0,3,3,Manufacturing Director,3,Divorced,10000.0 - 14999.0,20249.0 - 26999.0,6,Y,False,6.0 - 12.0,3,2,80,2,17,5,3,1,0,0,0
55,0.0,Travel_Frequently,135,Research & Development,18,4,Medical,1,3,Male,50.0 - 75.0,3,2,Healthcare Representative,2,Married,5000.0 - 10000.0,6750.0 - 13500.0,3,Y,True,12.0 - 19.0,3,4,80,2,17,3,3,8,7,6,7
30,0.0,Travel_Rarely,852,Research & Development,1,1,Life Sciences,1,4,Male,50.0 - 75.0,2,2,Laboratory Technician,4,Married,5000.0 - 10000.0,13500.0 - 20249.0,1,Y,True,6.0 - 12.0,3,3,80,2,10,1,2,10,8,3,0
26,0.0,Travel_Rarely,703,Sales,28,2,Marketing,1,1,Male,50.0 - 75.0,3,2,Sales Executive,2,Married,5000.0 - 10000.0,6750.0 - 13500.0,1,Y,False,19.0 - 25.0,4,4,80,2,6,5,4,5,3,1,4
29,1.0,Travel_Rarely,318,Research & Development,8,4,Other,1,2,Male,75.0 - 100.0,1,1,Laboratory Technician,1,Married,0.0 - 5000.0,0.0 - 6750.0,1,Y,True,6.0 - 12.0,3,4,80,0,7,4,2,7,7,0,7
25,1.0,Travel_Rarely,688,Research & Development,3,3,Medical,1,1,Male,75.0 - 100.0,3,1,Laboratory Technician,1,Married,0.0 - 5000.0,6750.0 - 13500.0,5,Y,False,12.0 - 19.0,3,3,80,1,6,5,3,2,2,0,2
37,0.0,Travel_Rarely,1107,Research & Development,14,3,Life Sciences,1,4,Female,75.0 - 100.0,3,1,Laboratory Technician,1,Divorced,0.0 - 5000.0,20249.0 - 26999.0,1,Y,False,6.0 - 12.0,3,3,80,1,18,2,2,18,7,12,17
36,0.0,Travel_Rarely,1278,Human Resources,8,3,Life Sciences,1,1,Male,75.0 - 100.0,2,1,Human Resources,1,Married,0.0 - 5000.0,6750.0 - 13500.0,0,Y,False,19.0 - 25.0,4,3,80,0,6,3,3,5,4,0,3
41,1.0,Non-Travel,906,Research & Development,5,2,Life Sciences,1,1,Male,75.0 - 100.0,2,1,Research Scientist,1,Divorced,0.0 - 5000.0,20249.0 - 26999.0,6,Y,False,12.0 - 19.0,3,1,80,1,5,2,1,1,0,0,0
36,0.0,Travel_Rarely,1174,Sales,3,4,Marketing,1,1,Female,75.0 - 100.0,3,2,Sales Executive,2,Single,5000.0 - 10000.0,20249.0 - 26999.0,3,Y,True,12.0 - 19.0,3,4,80,0,15,3,3,5,4,0,1
38,0.0,Travel_Rarely,1333,Research & Development,1,3,Technical Degree,1,4,Female,75.0 - 100.0,3,3,Research Director,1,Married,10000.0 - 14999.0,13500.0 - 20249.0,1,Y,False,12.0 - 19.0,3,2,80,1,15,3,3,15,12,5,11
38,0.0,Travel_Rarely,362,Research & Development,1,1,Life Sciences,1,3,Female,25.0 - 50.0,3,1,Research Scientist,1,Single,0.0 - 5000.0,13500.0 - 20249.0,3,Y,False,12.0 - 19.0,3,4,80,0,8,3,2,0,0,0,0
51,0.0,Travel_Rarely,1318,Sales,26,4,Marketing,1,1,Female,50.0 - 75.0,3,4,Manager,3,Married,14999.0 - 19999.0,0.0 - 6750.0,2,Y,False,12.0 - 19.0,3,3,80,1,29,2,2,20,6,4,17
37,0.0,Travel_Rarely,1319,Research & Development,6,3,Medical,1,3,Male,50.0 - 75.0,4,2,Research Scientist,1,Divorced,5000.0 - 10000.0,13500.0 - 20249.0,4,Y,True,12.0 - 19.0,3,1,80,2,13,2,3,7,7,6,7
20,1.0,Travel_Frequently,871,Research & Development,6,3,Life Sciences,1,4,Female,50.0 - 75.0,2,1,Laboratory Technician,4,Single,0.0 - 5000.0,13500.0 - 20249.0,1,Y,True,12.0 - 19.0,3,2,80,0,1,5,3,1,0,1,0
45,0.0,Travel_Rarely,974,Research & Development,1,4,Medical,1,4,Female,75.0 - 100.0,3,1,Laboratory Technician,4,Divorced,0.0 - 5000.0,6750.0 - 13500.0,3,Y,False,12.0 - 19.0,3,4,80,2,8,2,3,5,3,0,2
24,1.0,Travel_Rarely,984,Research & Development,17,2,Life Sciences,1,4,Female,75.0 - 100.0,3,1,Laboratory Technician,2,Married,0.0 - 5000.0,0.0 - 6750.0,1,Y,False,12.0 - 19.0,3,1,80,1,1,3,1,1,0,0,0
52,0.0,Travel_Rarely,956,Research & Development,6,2,Technical Degree,1,4,Male,75.0 - 100.0,3,2,Research Scientist,1,Divorced,5000.0 - 10000.0,20249.0 - 26999.0,3,Y,True,6.0 - 12.0,3,2,80,2,18,3,3,10,9,6,9
49,0.0,Travel_Rarely,1261,Research & Development,7,3,Other,1,2,Male,25.0 - 50.0,2,3,Healthcare Representative,3,Single,10000.0 - 14999.0,6750.0 - 13500.0,8,Y,False,19.0 - 25.0,4,3,80,0,26,2,3,5,2,0,0
19,1.0,Travel_Rarely,528,Sales,22,1,Marketing,1,4,Male,25.0 - 50.0,3,1,Sales Representative,3,Single,0.0 - 5000.0,20249.0 - 26999.0,1,Y,True,12.0 - 19.0,3,4,80,0,0,2,2,0,0,0,0
